"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Barbados","BRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","2854171148.35555","2799941896.50768","2922025271.2048","3028451444.20519","3176147183.30952","3426840738.91552","3576698705.49525","3508750315.64951","3336788621.34761","3353514378.8481","3474253440.80475","3512409075.10275","3691688288.31111","3787338714.01704","3920099414.17717","4061222993.08755","3926894253.16174","3773749036.04789","3558927588.15098","3587152303.93306","3659282133.15392","3732980002.14045","3881421099.95729","4065404432.46267","4216981609.81085","4231093967.70189","4419258739.5824","4314722755.20434","4348696950.12721","4443302015.98935","4506023606.61618","4684257459.98077","4970592679.5769","5073864102.19946","5106341830.19737","4850118665.39314","4735405369.39544","4702836217.8826","4682488054.15305","4614713371.84812","4610686441.47708","4724691212.50593","4844368772.53087","4866473216.12566","4816487766.16816","4787093962.02705","4117793616.47179","4175442727.10239",
"Brunei Darussalam","BRN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","6708427942.90657","6732273926.70735","8089190285.80907","8972262683.56723","9580208346.93608","11741736030.6392","10920201635.4071","8755084285.29789","9101492760.0317","9147133648.60828","9202005157.60646","9064826350.34696","8818673714.48953","8995852317.25395","9094569846.86158","8996877926.29455","9094891761.97635","9381011723.71481","9827414750.71564","9857346390.27574","10167399106.887","10622767156.9577","10928524149.2814","10767746808.7381","10707607989.7475","11034421011.7014","11348838215.8935","11660254934.8204","12111751312.501","12463471178.0442","12526326738.1135","12574867157.1504","13127874564.5426","13148167870.8878","12893130934.0876","12665627056.3659","12994802365.1317","13481499082.9269","13604563824.4265","13315326917.8511","12981331573.3766","12930394937.8137","12609990390.5992","12777527044.6874","12784201742.5315","13278836553.322","13429361905.6174","13213747437.1748",
"Bhutan","BTN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","163460690.511253","188179698.081827","194652654.125021","214956903.509309","224751756.57476","233805955.256917","260441591.675108","336111135.154882","352134806.734366","378036319.493201","417288276.307794","415586258.883034","434706931.459914","443341804.710712","465293890.442515","498209325.939533","525935536.143273","554198462.570411","586973930.531814","633837764.920928","655103454.748497","709797744.000886","787820712.542049","849454308.950717","900495828.789288","966117205.239206","1033742879.29677","1223546900.67404","1282270552.23584","1368802448.65943","1532318165.5995","1654637256.60221","1739328224.14102","1776201506.49054","1878803709.7835","2003598212.99135","2166431311.73573","2267210114.71153","2336476327.38733","2470944511.87689","2221963713.10152","",
"Botswana","BWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","179758844.160109","191161457.656388","203905557.025168","215978897.011207","230735225.201996","244150067.502605","259638994.407881","275021462.261419","304083135.572046","350070858.80703","410003926.87647","515871480.438411","651865215.476564","790733262.365359","860300355.494021","932963477.550459","1032299613.55032","1156299856.96861","1322030021.23691","1482638013.92788","1660360370.56546","1810869671.55841","2031171598.30742","2298204224.88676","2494594592.71392","2672341224.47641","2890749650.64256","3234226446.76175","3863282504.49493","4367804247.32141","4663627852.09006","5011474290.38402","5157662518.72283","5256488852.25971","5447189856.41625","5830149653.60594","6170035718.51913","6683746160.94402","6713399504.56777","7362400000.18783","7508742112.15636","7527557064.35588","7984444464.8969","8353796460.35745","8579835300.18219","8970787994.13911","9721093138.24671","10525685055.4113","11183060115.974","10327297666.4922","11211689313.1246","11889812807.2187","12419640040.5074","13828449117.0278","14402227735.528","13578754072.4652","14534277003.7244","15116149478.6044","15717831995.6606","16244208065.0153","14826671811.8735","16511595015.3703",
"Central African Republic","CAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","980371510.422875","1028934740.61167","990722160.320593","983717648.122338","1004182168.34495","1013697584.80447","1020233741.80373","1067946126.71435","1082941299.00207","1159738541.77008","1186793860.43184","1200207032.9363","1200196625.04299","1222867618.64752","1300385608.02731","1305652002.04264","1376581794.95661","1428977731.85715","1446257436.72662","1410605198.19004","1347429285.79271","1326618703.1175","1428977731.85715","1312851662.24047","1437332668.2125","1493779877.58432","1547227011.70926","1470809657.0471","1495962933.20629","1525542165.99595","1492780719.82647","1484532464.37756","1389164937.96953","1393822470.22617","1462119066.13248","1567392304.99919","1504695155.69416","1584443036.21582","1658914114.82883","1718634606.64694","1675850359.21904","1750672704.2313","1813986521.21501","1716076866.86578","1818953688.29765","1835473616.95542","1923045631.27357","2011650629.00283","2052972567.42054","2229266668.2677","2332499960.04546","2430339361.11484","2553162910.07711","1624016448.55729","1625333047.06112","1695825708.45604","1776382802.68262","1856804594.29617","1927167157.0247","1986909338.89246","2004791522.88005","2022834646.72387",
"Canada","CAN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933745184781.216","959857765527.965","997968751447.134","1047046486898.19","1061763014138.36","1098098096475.24","1139947604898.36","1184565482255.99","1243744725655.28","1295556862674.08","1384543596091.58","1398494571594.3","1357541054226.41","1399482212058.69","1443522257095.4","1468960331816.39","1503174217512.03","1546315859831.59","1556508816217.14","1572095608554.66","1619885432081.64","1664870307455.57","1696163077026.08","1607402450990.09","1680746518774.12",
"Central Europe and the Baltics","CEB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","698628315121.485","630401623159.462","618100687100.977","627665690603.061","653436832381.282","690764150736.238","722152502027.559","738892403163.106","758709403115.295","773202089277.231","803785264194.433","828495057430.633","858377828909.439","893437781618.583","945576718630.086","993034258094.534","1058451396350.46","1126435077917.99","1170677320395.86","1129717632464.84","1148891062804.39","1184098337420.82","1193133334805.39","1207919344689.83","1243957269397.08","1293063507844.1","1332764424415.88","1397783555290.67","1460560163242.03","1520035666911.14","1462725781652.25","1544115479653.18",
"Switzerland","CHE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","378450515821.263","384510779908.155","379475928483.878","381901081520.502","393390408753.117","407841982776.108","415422268041.127","422008696742.049","435840438498.306","454715790161.32","471424893436.781","467107506057.065","466903226324.823","466315004189.244","472236075010.325","474506900447.609","476850536940.097","487671077298.662","502619811840.127","511393213561.78","531728300528.38","540107366876.977","540077626067.21","539824619288.177","555055922695.108","571056178053.274","593984127045.962","617718082948.208","634739375364.561","621539124455.347","641851654874.59","654178069212.448","662140683175.346","674202686730.706","690699382518.561","702149580770.901","716509848990.836","727865237631.492","749096375856.472","758167874591.909","740026236249.648","767349134392.868",
"Channel Islands","CHI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","26780362588.4243","28185065417.8304","29319989394.9807","31032317864.6535","31825882670.6574","32128315283.2412","35738330685.6169","37030628671.0496","38360773788.9266","39871414647.1846","40600649651.6301","44426321467.9541","43973196182.1321","41761674936.05","42756500397.0259","37235737859.9427","38662828793.1516","42701040005.8331","45989491336.0453","49861026840.7968","53843237960.1477","57356708654.318","51039265790.6663","48478411192.8596","50467811627.6271","52491528583.1464","55314361485.7734","58887928401.138","63213311786.3737","69486210756.9551","71802579088.2495","77406333959.6704","86050073040.4712","91719726335.7303","96333410154.829","104939158704.969","112078082148.042","120362601757.486","125394825678.282","125051706063.516","131268803553.652","135409067462.838","139745947904.522","146346491776.997","156114028604.48","165226475828.174","175222662457.306","184278574391.665","191261613433.311","189123237376.132","200190069229.347","212649692512.184","225739004134.721","233207597703.441","237388192470.92","242496649874.236","246747710111.593","250097792355.986","260076767994.429","262080762440.351","246412987238.941","275165008283.959",
"China","CHN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","158907168210.357","115573183433.159","109124199808.912","120363992385.387","142246166193.497","166356891368.928","184073900297.069","173452836242.473","166341269979.928","194519481107.989","232061740955.44","248445299863.509","257911065788.84","277924964496.186","284345031184.263","309139917896.427","304286421180.249","327320903267.764","364393196721.71","392055467396.687","422769661255.457","444384863998.942","484455553401.51","536632397557.184","618155123011.759","701177544159.34","763932666262.02","852987565219.692","948714904915.565","988621025896.57","1027377455186.3","1122541231136.09","1282217440754.72","1460237039293.46","1650605318474.51","1831411871441.19","2013134753753.51","2199083579879.57","2371622617326.37","2553328077173.83","2770108015881.17","3001016837141.71","3275118634989.96","3603876041862.7","3968358419670.81","4420536663139.3","4982871172219.99","5691976639213.17","6241291028839.82","6827892848558.81","7554098728366.12","8275578020537.94","8926347665676.43","9619581223621.04","10333908590028.1","11061553079871.5","11819132546495.4","12640231416523.5","13493418449040.5","14296344415560","14616539906896.8","15801910975833",
"Cote d'Ivoire","CIV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5492745871.2336","6038315884.47928","6112405687.67499","6998115023.77236","8230699169.34999","7974752880.90543","8898018706.15889","9307163112.13056","10475049080.7269","11474286928.8615","12664747851.5733","13862407166.6714","14449705375.9254","15307901921.5959","15970333139.0431","17288346585.4955","19521378140.8588","20949261371.1806","23234711330.9835","23791044992.8511","21184094306.6587","21925643296.6398","21969674888.0308","21112804743.2079","20542492690.8584","21467156133.7504","22166845622.3042","22089489335.2077","22340532839.5903","22999132852.0731","22747083420.3721","22756392703.3244","22700739530.1886","22657043988.9806","22840839444.3141","24468419356.0445","26359663603.0715","28903065381.4869","30135464903.0119","30487103583.7078","30406072074.5209","29751121484.2331","28938759235.8203","27571152082.748","28449303816.7208","28732677534.6293","29541668653.3775","29867049384.8481","31295490595.3316","32423167757.1672","34643522302.4172","32783010214.6152","35281210581.252","39077544035.2415","42739891439.5639","45814637971.4745","49103766045.2254","52717625513.8388","56350019798.3227","59861589342.7008","61033878289.1137","65319373173.7718",
"Cameroon","CMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4827329385.41728","4884469557.03681","5033033582.93209","5221397397.4331","5406608701.42559","5516149497.87845","5770717349.08592","5141012887.01071","5467278214.18431","5735255736.38801","5912593757.14402","6118334744.27843","6281929427.4928","6618369514.39781","7328802655.27889","8152930821.43084","7704915989.34552","8763561547.24093","10691808425.9075","11337071763.4427","11114265236.6755","13012879851.3417","13990954265.7318","14951689389.6528","16069264259.5796","17364955016.2114","18540851264.5933","18142844040.9923","16723414693.4432","16419195626.4699","15416689185.6114","14829529257.9827","14369813374.8359","13229990211.316","13478291888.175","13868353841.0683","14452914961.4216","15107243770.0945","15821141839.0264","16534881678.6853","17168567426.5747","17910981125.0542","18712860555.3526","19733301601.382","21124274961.7047","21594980886.9112","22417659666.4955","23387803843.1696","24053813161.9883","24674221564.9986","25389533348.6282","26247499325.4413","27461703058.6152","28833560442.596","30482787664.3604","32210232911.6626","33671222799.3745","34863580244.995","36242614126.2874","37502066705.0088","37686544899.7458","39000523687.9964",
"Congo, Dem. Rep.","COD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","19168014544.7984","17088021198.7767","20710800884.3965","21790659999.2536","21258919179.0936","21470944753.0433","22925705458.9266","22699717916.7991","23683228246.3169","25892598109.6177","25829146595.4894","27380191515.1975","27421572708.3204","29652941732.2609","30581252538.9092","29057807380.6359","27515127782.1133","27724461113.7381","26242507842.7632","26355373788.6736","26933851294.0447","27566937952.9985","27440770250.5113","27828152616.2255","29370131151.6373","29507539589.5244","30899472095.5248","31726231488.1307","31875465759.9046","31471906223.0478","29404733640.7915","26928545877.7174","24101046254.2219","20854864154.0232","20041525118.7205","20181815560.0245","19975320744.5555","18853297670.0939","18547091073.4088","17755104164.4956","16528061820.7148","16180943924.8192","16657920156.2125","17587069343.3083","18772151839.5591","19923851730.0541","20983995809.2688","22297484361.0272","23685702161.9229","24361944119.8909","26093585401.3456","27887433521.0935","29863787753.5669","32396821280.7177","35464893590.3175","37917704900.0794","38827501899.7175","40274582570.6167","42619014794.5289","44487657807.0092","45259706747.5848","47845033382.3031",
